test_stat,main_stat,p-value
121.5646134,,
121.014922,,
107.4204785,,
113.544195,,
142.4911653,,
163.5346208,,
140.743577,,
152.239444,,
137.7860206,,
107.9553526,,
101.421956,,
104.8700357,,
106.1067068,,
161.4667748,,
134.9723594,,
171.8230382,,
117.4736295,,
120.4125907,,
124.3995118,,
139.7229649,,
166.8326355,,
136.5388127,,
151.1665692,,
167.18728,,
152.4574845,,
154.3798068,,
127.3774837,,
186.2939865,,
162.9984621,,
147.2775212,,
128.607713,,
133.8787592,,
156.035907,,
148.0114011,,
137.9207877,,
159.0103514,,
126.822361,,
121.798518,,
130.4066856,,
118.5380208,,
124.9422366,,
123.0347997,,
165.8144083,,
101.7839522,,
143.839863,,
92.49205104,,
122.7905129,,
159.1172685,,
154.6541882,,
125.178462,,
141.7155811,,
148.294038,,
132.151032,,
147.0661405,,
128.520518,,
174.5186488,,
150.5959378,,
112.4933127,,
152.2362555,,
135.0035768,,
91.21285009,,
135.4586674,,
107.8873931,,
133.3258631,,
176.9904058,,
154.4527293,,
129.554764,,
118.1556161,,
129.6982341,,
137.1623257,,
177.0318231,,
161.7583111,,
146.4232381,,
173.3392918,,
169.4085661,,
148.0290431,,
144.9877597,,
133.8455381,,
192.7203229,,
120.5151827,,
121.6441324,,
146.304932,,
114.7403051,,
113.1750882,,
167.8729705,,
156.9631675,,
148.3707295,,
157.8784144,,
115.0733952,,
121.6451314,,
161.1564194,,
130.3970007,,
138.1914938,,
173.2023344,,
140.756392,,
147.5059634,,
187.6516403,,
113.355266,,
126.5983942,,
134.0814718,,
157.175854,,
119.7416568,,
185.3999625,,
108.3951314,,
144.9525904,,
135.8432224,,
140.8614727,,
141.5828454,,
155.1629026,,
159.3881223,,
149.0819007,,
124.5475512,,
132.3478219,,
136.0099853,,
161.3857972,,
143.5818786,,
145.1309658,,
175.403046,,
120.567705,,
185.4024372,,
126.5637735,,
164.0706569,,
140.994206,,
118.8472416,,
140.5725413,,
123.7753722,,
123.6804119,,
124.3381202,,
151.49302,,
141.1326684,,
134.2263588,,
130.3276666,,
171.2261402,,
142.7413653,,
141.5290839,,
174.894684,,
159.8531247,,
156.4777278,,
125.9432632,,
126.5199023,,
136.5589205,,
152.4191905,,
137.5633075,,
149.0310647,,
144.9020055,,
189.044646,,
169.5806722,,
111.7996188,,
184.5056832,,
112.3091107,,
125.8587683,,
125.0774303,,
113.6575448,,
143.6317843,,
147.5595778,,
98.60888307,,
139.6823544,,
142.0710558,,
117.5715222,,
115.6528688,,
109.7991191,,
144.9885204,,
150.1527863,,
117.0554163,,
148.2581616,,
142.4221131,,
142.599298,,
135.251529,,
117.6897434,,
152.0857054,,
123.3476436,,
164.3874753,,
116.9560107,,
122.6901549,,
156.3742193,,
132.1956523,,
118.6710046,,
139.7895236,,
133.7314959,,
172.2823563,,
136.4796317,,
142.1465371,,
131.6547009,,
167.3078819,,
123.6478016,,
124.2239435,,
112.4150675,,
120.9452688,,
110.0098663,,
144.7487992,,
123.4414073,,
130.1762135,,
125.3109244,,
152.1403741,,
111.1501567,,
123.6634299,,
119.1676609,,
131.7942512,,
144.4854283,,
138.1095221,,
121.8897777,,
154.2581393,,
160.4503394,,
98.55286424,,
121.5399734,,
134.6898821,,
149.6203985,,
155.5644431,,
137.3323065,,
147.8778341,,
141.5316616,,
159.226652,,
152.2888316,,
146.7211907,,
133.3014761,,
149.2829313,,
141.7425992,,
136.9919633,,
152.9624704,,
170.350672,,
105.7328668,,
154.2740617,,
122.2118872,,
150.4144628,,
163.6160613,,
133.4424719,,
142.5086108,,
157.6779428,,
127.347072,,
117.9013208,,
136.6962021,,
149.1745855,,
129.1798227,,
140.7469757,,
137.8446731,,
138.9302631,,
137.666853,,
128.1382925,,
132.2497543,,
164.3654701,,
146.4686502,,
170.901334,,
156.5691492,,
114.7783422,,
151.2066237,,
126.0712497,,
137.5013616,,
125.8823099,,
114.7691384,,
176.8207107,,
105.195544,,
117.2589439,,
184.6840479,,
124.8432158,,
129.5901363,,
170.3169497,,
135.7645732,,
140.339062,,
139.7021639,,
115.7799348,,
138.8792843,,
137.9154748,,
134.2739893,,
105.3411228,,
127.6363276,,
114.4279485,,
128.9662897,,
144.7062579,,
101.4210149,,
158.0230112,,
126.0882848,,
119.139087,,
149.7992541,,
120.4493616,,
162.1916042,,
116.4103954,,
185.170259,,
123.4251956,,
105.0482433,,
126.4059512,,
135.6052549,,
160.7560615,,
121.0445092,,
151.3802853,,
148.4761844,,
139.3737075,,
169.7737491,,
156.6355159,,
139.1885799,,
129.751298,,
179.5094989,,
141.6915637,,
117.5133641,,
153.9451287,,
166.194173,,
163.6094897,,
153.5781415,,
143.3045029,,
153.0048393,,
119.4799055,,
138.5293649,,
163.2495728,,
156.8733047,,
142.7857738,,
146.7246289,,
139.3429958,,
131.8185136,,
164.4868774,,
141.0904802,,
143.2379692,,
136.9370737,,
129.1906254,,
150.7072007,,
126.2711347,,
163.154872,,
118.0532518,,
152.2279203,,
161.1780898,,
151.843209,,
128.2291148,,
139.3177065,,
157.1203783,,
135.3266585,,
135.851448,,
133.2845104,,
141.9724818,,
163.6509263,,
161.6409481,,
158.6303433,,
155.6182426,,
159.9249168,,
123.2390537,,
165.1977768,,
143.6227623,,
169.9705534,,
143.9796943,,
159.393591,,
159.212312,,
143.7975947,,
163.8396173,,
124.5207492,,
142.1333448,,
110.7158696,,
126.4843829,,
148.3298186,,
131.9297932,,
141.7828438,,
90.51913,,
128.1618273,,
128.4349549,,
118.3802228,,
141.9089676,,
142.7827984,,
150.3998096,,
117.4859793,,
136.2958393,,
141.2164894,,
119.230259,,
143.5082232,,
149.6064231,,
162.9227018,,
137.6236565,,
94.54155246,,
103.9044842,,
93.76683141,,
121.65899,,
171.1621025,,
187.8028227,,
140.3384348,,
145.6975085,,
147.7056322,,
157.7227293,,
180.4355958,,
147.9093093,,
118.0947694,,
142.2518095,,
130.4565323,,
135.0667442,,
147.0100064,,
109.6011999,,
102.8951411,,
119.3764389,,
110.9574849,,
144.6915476,,
137.22191,,
134.6410731,,
116.3492269,,
142.3414983,,
121.5254519,,
132.5606063,,
108.2349018,,
124.8193377,,
171.7049132,,
113.4171442,,
128.879314,,
149.4530715,,
154.8513479,,
138.1870527,,
120.8685969,,
126.9961045,,
145.7219939,,
126.0054418,,
144.0412193,,
124.2588788,,
148.3816466,,
114.5079961,,
152.5646901,,
184.3444917,,
129.9906019,,
130.4849605,,
153.0960658,,
134.1568654,,
141.4748307,,
117.1741928,,
136.0046362,,
129.8045951,,
130.3186257,,
109.0190512,,
128.657462,,
98.98076127,,
138.4258735,,
153.8310806,,
131.5167576,,
118.2264935,,
153.8008639,,
140.041304,,
139.023209,,
140.9339032,,
140.3968189,,
170.9274822,,
132.2902293,,
157.8917172,,
129.0588842,,
131.2936975,,
144.0530236,,
105.0755585,,
151.4599072,,
137.2321535,,
164.7275422,,
115.3780877,,
131.3919566,,
165.1300716,,
137.9812206,,
175.5194182,,
140.3275242,,
147.7248393,,
135.2713324,,
128.5508255,,
141.7068704,,
156.5028721,,
165.2719798,,
130.5584938,,
132.982134,,
120.1121689,,
192.3004942,,
141.1685015,,
129.3812731,,
145.4932835,,
129.0103303,,
109.5909959,,
115.8894367,,
153.2974656,,
139.7821774,,
117.0275328,,
135.237697,,
100.5744937,,
147.318597,,
128.3027731,,
138.4886253,,
107.2961302,,
112.1056021,,
132.7741411,,
105.8377018,,
141.3816564,,
147.3763212,,
169.0285284,,
161.8741504,,
130.6718398,,
153.2737078,,
161.6186314,,
132.510299,,
136.6146154,,
163.0324461,,
135.2033293,,
164.2924892,,
145.9703383,,
182.3236903,,
116.8984565,,
139.5391814,,
159.0846894,,
157.7719576,,
168.4861807,,
132.133345,,
150.5851732,,
139.8275297,,
117.4877532,,
162.9406998,,
126.5252558,,
112.4782712,,
94.82435184,,
108.708017,,
182.5587386,,
168.8856244,,
114.7649199,,
138.9311821,,
86.59538239,,
124.0011889,,
141.6206148,,
145.1165183,,
110.6356884,,
128.9366555,,
139.6204932,,
118.0142116,,
129.1611471,,
149.982725,,
134.06594,,
101.6025462,,
115.5088947,,
164.4715526,,
92.22690709,,
169.8955378,,
164.4728725,,
174.3823636,,
153.7048754,,
121.8755964,,
179.5682573,,
135.7225642,,
116.6660758,,
143.5472107,,
116.7455637,,
135.4520071,,
140.8658727,,
132.3660066,,
115.2476636,,
158.6237879,,
110.2272135,,
160.3939156,,
137.1834815,,
175.5512695,,
115.585723,,
147.052015,,
132.7078931,,
145.092887,,
126.2729981,,
146.3706534,,
98.0546881,,
123.1168126,,
106.6307203,,
142.3557167,,
120.0393378,,
134.7934121,,
127.1406229,,
137.0584288,,
137.8483704,,
149.0825642,,
188.4250801,,
143.5447295,,
128.7707377,,
118.2084031,,
137.2797429,,
123.4927384,,
129.7080264,,
138.6817222,,
146.539977,,
115.8162387,,
118.0995336,,
133.430063,,
108.8384627,,
130.9116116,,
157.3512632,,
154.7851946,,
139.4184151,,
153.8956286,,
112.2293628,,
121.3264249,,
137.7084099,,
182.8619931,,
194.0177962,,
170.6209266,,
159.7899533,,
115.6700441,,
156.8393727,,
132.1022632,,
124.9012359,,
131.7772297,,
139.4714003,,
132.1634824,,
136.9374405,,
188.8316315,,
150.1467116,,
126.7349216,,
171.232444,,
148.2252863,,
125.406251,,
138.4183331,,
158.7662771,,
125.2250112,,
160.0922218,,
120.1665602,,
144.1837026,,
93.24377841,,
119.4125236,,
134.2862386,,
156.6374694,,
136.7095526,,
161.3104198,,
97.98835955,,
122.7194723,,
132.1356316,,
173.5921965,,
106.4549373,,
168.8988558,,
125.8006951,,
132.8257854,,
110.035339,,
142.0614402,,
115.6352077,,
129.834252,,
134.6795872,,
122.9340922,,
136.5912975,,
132.0219684,,
106.6083856,,
131.6792941,,
142.3929097,,
105.9584088,,
125.5144046,,
146.4954927,,
132.8450432,,
163.4035635,,
147.4838778,,
141.5221199,,
130.2657829,,
124.4033997,,
130.9121792,,
136.8920725,,
131.9779611,,
122.9814694,,
111.2797525,,
127.0265697,,
188.3163695,,
124.8848142,,
131.2086667,,
122.6675511,,
144.7447278,,
119.6987573,,
148.7193798,,
114.1454733,,
151.3553544,,
145.9230352,,
132.9892933,,
113.4006967,,
138.8283142,,
150.0814918,,
152.3185321,,
120.4964115,,
146.8114759,,
147.0541958,,
140.5214034,,
136.0910958,,
133.7837203,,
174.4630855,,
145.2054077,,
127.0503297,,
126.513951,,
86.11386853,,
127.7715602,,
137.3321693,,
134.7893163,,
136.2966144,,
160.6672024,,
125.3582004,,
181.7249463,,
144.0619712,,
117.8590812,,
152.3356002,,
108.1189093,,
155.3282834,,
144.6454162,,
160.8113289,,
150.3054552,,
129.7495066,,
147.5242239,,
140.7971413,,
147.0003551,,
127.5118376,,
136.873535,,
102.0269423,,
148.6869621,,
150.4757001,,
115.0318518,,
152.9361459,,
157.6483475,,
152.7806651,,
164.5503073,,
151.6354285,,
146.0959257,,
123.133445,,
155.8297116,,
175.0929926,,
122.2121747,,
165.8766515,,
154.4737078,,
132.018254,,
139.1111008,,
138.2620947,,
127.9480743,,
118.0756825,,
125.1731611,,
117.0084641,,
135.4458733,,
139.2404281,,
129.8016398,,
98.84426296,,
138.5781044,,
151.5173153,,
155.3974482,,
96.57582584,,
155.0117255,,
148.4260766,,
164.7386149,,
115.9500219,,
150.2673839,,
180.9959259,,
126.601681,,
131.5541922,,
145.9359471,,
113.8665357,,
125.0245613,,
127.7288184,,
155.7751183,,
110.6189231,,
111.4110937,,
164.7098602,,
127.1560148,,
137.0179328,,
137.6491789,,
135.4933819,,
128.3213017,,
100.5758647,,
179.623847,,
159.1769341,,
151.5797336,,
136.808519,,
138.8567027,,
133.1292816,,
137.5935529,,
167.3158872,,
129.8019128,,
143.9152192,,
151.4854897,,
177.809636,,
132.3901305,,
165.5024358,,
142.1135411,,
115.3202099,,
147.6344902,,
123.7486922,,
134.1311556,,
117.2158742,,
116.0281812,,
109.7717893,,
108.3531549,,
131.899956,,
160.8450747,,
101.7820278,,
106.1036712,,
144.8513637,,
131.8539342,,
151.0342241,,
144.3158581,,
142.6458628,,
98.88886134,,
154.9914768,,
150.2602385,,
114.749623,,
134.128891,,
118.5224876,,
127.4208671,,
155.8841079,,
131.4456564,,
128.1815433,,
117.3761058,,
146.1255711,,
148.5508775,,
156.8178082,,
116.831605,,
163.9581526,,
130.0787654,,
146.331155,,
137.3460961,,
149.9631539,,
96.80788187,,
117.5636262,,
133.0855308,,
160.4455962,,
101.8851229,,
147.2064582,,
118.2286552,,
147.8240961,,
119.3406837,,
139.1527826,,
116.958966,,
126.9822337,,
160.6671194,,
187.1120448,,
116.4291305,,
179.552954,,
181.2837292,,
126.4281057,,
112.286605,,
119.8062898,,
148.9390611,,
125.9052693,,
130.1844934,,
151.476808,,
174.3376033,,
122.9158986,,
109.3849234,,
181.5071815,,
114.9116816,,
133.2907433,,
167.0092784,,
135.3945431,,
137.8495915,,
141.3392625,,
131.8158504,,
178.0767665,,
156.2374097,,
122.3993977,,
114.50099,,
122.6562842,,
148.3644372,,
144.6798882,,
176.7352436,,
152.9211141,,
118.4263411,,
145.7859905,,
138.9552738,,
142.0284037,,
132.200538,,
129.4472604,,
121.6904448,,
128.4305331,,
162.4813127,,
130.450324,,
145.807311,,
147.3258901,,
138.3498034,,
118.5443981,,
124.7649365,,
122.1802235,,
132.5683279,,
114.6004719,,
93.13852164,,
144.0964745,,
136.9694812,,
120.4101327,,
148.1807131,,
101.8811148,,
156.7015463,,
145.1299708,,
127.1453324,,
178.2793231,,
94.52098701,,
128.1493254,,
165.8625985,,
124.2049867,,
139.5309224,,
182.4056059,,
115.0454047,,
135.625786,,
149.4359264,,
169.2588001,,
150.5497516,,
121.7338254,,
124.4444029,,
128.9443712,,
125.1186975,,
107.1349804,,
147.9976313,,
178.634027,,
136.9661032,,
174.7915872,,
130.6483764,,
129.6656034,,
121.3268931,,
138.4971518,,
145.216803,,
115.7241701,,
156.3484269,,
134.797784,,
158.0470682,,
132.532781,,
106.5879813,,
126.0630912,,
158.2260964,,
133.0152031,,
124.8161706,,
128.4231387,,
143.4930913,,
125.9665055,,
102.8840557,,
134.3831005,,
105.0650671,,
155.3165081,,
112.0021992,,
134.2723389,,
107.8439644,,
152.0811991,,
110.8374605,,
185.3406427,,
101.5229964,,
121.3103825,,
130.2852849,,
103.8288435,,
165.8886725,,
109.9477454,,
110.7815629,,
177.0164289,,
146.7328827,,
131.2007729,,
146.1807876,,
125.3239267,,
127.6300897,,
145.1868083,,
147.2759622,,
132.2501754,,
125.4125091,,
136.3614488,,
128.6719218,,
117.6709233,,
170.2845869,,
139.9405768,,
109.3867843,,
113.1610768,,
146.2687771,,
108.0553213,,
126.9776821,,
104.3386653,,
139.5063687,,
111.8465836,,
128.8947629,,
117.5327816,,
106.8752902,,
158.7621951,,
149.7822054,,
151.3712314,,
156.1193774,,
142.1039325,,
133.0365197,,
142.6920527,,
141.5201309,,
127.9117813,,
131.0777801,,
122.1191455,,
96.78914671,,
152.4910967,,
120.8699517,,
142.6389492,,
152.150597,,
112.7390807,,
146.2999273,,
129.215304,,
164.0231304,,
158.0576309,,
160.2896302,,
137.0052964,,
140.6900947,,
123.8000541,,
152.6052245,,
135.8198726,,
145.2135811,,
112.0725917,,
129.245672,,
134.9371639,,
156.0681385,,
116.7122632,,
115.2581351,,
133.371125,,
146.1875637,,
135.7736425,,
125.9414902,,
160.2212667,,
135.7158402,,
116.5337865,,
163.9026427,,
134.6753728,,
113.6608526,,
113.0599214,,
161.9113225,,
172.4191029,,
156.8085423,,
130.4704928,,
151.8614177,,
147.497407,,
134.2529193,,
137.0429541,,
124.5080238,,
122.0209907,,
138.2195078,,
